03.08.2016	18:58:32	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	The Darkest Dungeon	Mead hall	Moving
03.08.2016	19:04:52	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	void	Halana	Connecting
03.08.2016	19:05:18	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	Halana	Mead hall	Moving
03.08.2016	19:05:22	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	void	The Darkest Dungeon	Connecting
03.08.2016	19:12:05	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	Mead hall	The Darkest Dungeon	Moving
03.08.2016	19:27:46	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Mead hall	Halana	Moving
03.08.2016	19:27:47	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Mead hall	Halana	Moving
03.08.2016	19:27:53	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	The Darkest Dungeon	Halana	Moving
03.08.2016	19:28:54	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Halana	void	Connection timeout
03.08.2016	19:28:58	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	void	Halana	Connecting
03.08.2016	19:54:21	l5VJw2ZYlWi0NsGy33z4aOeU22Y=	Sushi	Windows	Mead hall	Team pečeno magare	Moving
03.08.2016	19:54:24	l5VJw2ZYlWi0NsGy33z4aOeU22Y=	Sushi	Windows	Team pečeno magare	Halana	Moving
03.08.2016	20:00:28	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	The Darkest Dungeon	void	Leaving
03.08.2016	20:08:29	gnytTR2VzGjqIaqfk4IgQK1G+oM=	bhara	Windows	void	Greeting hall	Connecting
03.08.2016	20:08:34	gnytTR2VzGjqIaqfk4IgQK1G+oM=	bhara	Unknown	Greeting hall	void	Leaving
03.08.2016	20:15:05	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Halana	void	Connection timeout
03.08.2016	20:15:10	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	void	Halana	Connecting
03.08.2016	20:35:51	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	Mead hall	void	Leaving
03.08.2016	20:40:13	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	void	The Darkest Dungeon	Connecting
03.08.2016	20:58:48	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	void	Greeting hall	Connecting
03.08.2016	21:03:00	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	Greeting hall	Halana	Moving
03.08.2016	21:13:51	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	Halana	void	Leaving
03.08.2016	21:32:38	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Halana	void	Leaving
03.08.2016	21:34:18	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	void	Greeting hall	Connecting
03.08.2016	21:34:40	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Greeting hall	Halana	Moving
03.08.2016	21:35:01	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Halana	void	Leaving
03.08.2016	21:49:52	O5+5mY406O2KyuiQA4GJCzFgfPI=	Termistotel		void	Greeting hall	Connecting
03.08.2016	21:49:59	O5+5mY406O2KyuiQA4GJCzFgfPI=	Termistotel	Windows	Greeting hall	Halana	Moving
03.08.2016	22:07:16	O5+5mY406O2KyuiQA4GJCzFgfPI=	Termistotel	Windows	Halana	void	Leaving
03.08.2016	22:10:14	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	void	Greeting hall	Connecting
03.08.2016	22:10:20	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Greeting hall	Halana	Moving
03.08.2016	22:34:06	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	The Darkest Dungeon	void	Leaving
03.08.2016	23:03:13	+p1eUyeNJ/Pxm6a/55OGPc7xXUA=	Lonelos	Linux	void	Mead hall	Connecting
03.08.2016	23:15:26	l5VJw2ZYlWi0NsGy33z4aOeU22Y=	Sushi	Windows	Halana	Mead hall	Moving
03.08.2016	23:16:48	l5VJw2ZYlWi0NsGy33z4aOeU22Y=	Sushi	Windows	Mead hall	void	Connection timeout
03.08.2016	23:23:42	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Halana	Mead hall	Moving
03.08.2016	23:25:23	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Mead hall	void	Leaving
04.08.2016	00:03:06	+p1eUyeNJ/Pxm6a/55OGPc7xXUA=	Lonelos	Linux	Mead hall	void	Connection timeout
04.08.2016	00:36:18	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	Halana	Mead hall	Moving
04.08.2016	00:36:37	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	Mead hall	Halana	Moving
04.08.2016	00:38:02	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	void	Mead hall	Connecting
04.08.2016	00:38:06	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Mead hall	Halana	Moving
04.08.2016	01:58:59	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Halana	void	Connection timeout
04.08.2016	01:59:02	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	void	Halana	Connecting
04.08.2016	03:20:07	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Halana	void	Leaving
04.08.2016	03:21:51	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	void	Halana	Connecting
04.08.2016	05:04:01	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	Halana	void	Leaving
04.08.2016	05:04:44	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Halana	void	Leaving
04.08.2016	05:11:05	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Halana	void	Leaving
04.08.2016	09:55:27	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	void	The Darkest Dungeon	Connecting
04.08.2016	10:24:31	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Unknown	The Darkest Dungeon	void	Leaving
04.08.2016	10:42:49	+p1eUyeNJ/Pxm6a/55OGPc7xXUA=	Lonelos	Linux	void	Mead hall	Connecting
04.08.2016	11:11:40	l5VJw2ZYlWi0NsGy33z4aOeU22Y=	Sushi	Windows	void	Greeting hall	Connecting
04.08.2016	11:11:46	l5VJw2ZYlWi0NsGy33z4aOeU22Y=	Sushi	Windows	Greeting hall	Mead hall	Moving
04.08.2016	11:14:13	l5VJw2ZYlWi0NsGy33z4aOeU22Y=	Sushi	Windows	Mead hall	void	Connection timeout
04.08.2016	11:14:41	l5VJw2ZYlWi0NsGy33z4aOeU22Y=	Sushi	Windows	void	Mead hall	Connecting
04.08.2016	12:17:15	+p1eUyeNJ/Pxm6a/55OGPc7xXUA=	Lonelos	Linux	Mead hall	void	Leaving
04.08.2016	12:51:58	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	void	Greeting hall	Connecting
04.08.2016	12:52:01	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Greeting hall	Mead hall	Moving
04.08.2016	13:18:14	+p1eUyeNJ/Pxm6a/55OGPc7xXUA=	Lonelos	Linux	void	Mead hall	Connecting
04.08.2016	13:22:27	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Mead hall	Passed-out drunkards[AFK channel]	Moving
04.08.2016	13:22:56	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	void	Greeting hall	Connecting
04.08.2016	13:23:07	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Greeting hall	Mead hall	Moving
04.08.2016	13:58:43	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	void	Greeting hall	Connecting
04.08.2016	13:59:26	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	Greeting hall	Mead hall	Moving
04.08.2016	14:00:08	Z14TDCQ0UtKM0+Tdw+S9g/MQ1GE=	Noodle	Windows	void	Greeting hall	Connecting
04.08.2016	14:00:13	Z14TDCQ0UtKM0+Tdw+S9g/MQ1GE=	Noodle	Windows	Greeting hall	Mead hall	Moving
04.08.2016	14:16:21	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	Mead hall	void	Leaving
04.08.2016	14:16:59	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	void	The Darkest Dungeon	Connecting
04.08.2016	14:18:28	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	void	Halana	Connecting
04.08.2016	14:20:19	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	Halana	Mead hall	Moving
04.08.2016	14:50:04	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Passed-out drunkards[AFK channel]	Mead hall	Moving
04.08.2016	14:58:04	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	void	Greeting hall	Connecting
04.08.2016	14:58:23	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	Greeting hall	Mead hall	Moving
04.08.2016	14:58:53	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Mead hall	Halana	Moving
04.08.2016	15:13:20	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Halana	Mead hall	Moving
04.08.2016	15:28:41	l5VJw2ZYlWi0NsGy33z4aOeU22Y=	Sushi	Windows	Mead hall	void	Connection timeout
04.08.2016	15:47:41	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	Mead hall	void	Leaving
04.08.2016	16:00:18	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Mead hall	Halana	Moving
04.08.2016	16:32:31	Z14TDCQ0UtKM0+Tdw+S9g/MQ1GE=	Noodle	Windows	Mead hall	void	Leaving
04.08.2016	16:43:02	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Mead hall	void	Leaving
04.08.2016	16:47:31	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Halana	void	Leaving
04.08.2016	16:51:39	gnytTR2VzGjqIaqfk4IgQK1G+oM=	bhara	Windows	void	Greeting hall	Connecting
04.08.2016	16:54:10	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	Mead hall	Greeting hall	Moving
04.08.2016	16:54:37	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	void	Greeting hall	Connecting
04.08.2016	16:54:40	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Greeting hall	Passed-out drunkards[AFK channel]	Moving
04.08.2016	17:00:57	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	void	Mead hall	Connecting
04.08.2016	17:02:59	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	The Darkest Dungeon	void	Leaving
04.08.2016	17:19:41	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Passed-out drunkards[AFK channel]	Mead hall	Moving
04.08.2016	17:24:31	+p1eUyeNJ/Pxm6a/55OGPc7xXUA=	Lonelos	Linux	Mead hall	void	Leaving
04.08.2016	17:30:18	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	Greeting hall	Mead hall	Moving
04.08.2016	17:31:08	gnytTR2VzGjqIaqfk4IgQK1G+oM=	bhara	Windows	Greeting hall	void	Leaving
04.08.2016	17:37:54	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Mead hall	void	Connection timeout
04.08.2016	17:37:58	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	void	Mead hall	Connecting
04.08.2016	17:40:02	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	Mead hall	void	Leaving
04.08.2016	18:14:29	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	void	The Darkest Dungeon	Connecting
04.08.2016	18:18:03	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	void	Greeting hall	Connecting
04.08.2016	18:19:41	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	Greeting hall	Mead hall	Moving
04.08.2016	18:27:16	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Mead hall	void	Leaving
04.08.2016	19:29:04	gnytTR2VzGjqIaqfk4IgQK1G+oM=	bhara	Windows	void	Greeting hall	Connecting
04.08.2016	19:29:09	gnytTR2VzGjqIaqfk4IgQK1G+oM=	bhara	Unknown	Greeting hall	void	Leaving
04.08.2016	19:49:16	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	The Darkest Dungeon	Mead hall	Moving
04.08.2016	20:39:12	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	void	Greeting hall	Connecting
04.08.2016	20:39:16	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Greeting hall	Mead hall	Moving
04.08.2016	21:07:15	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Mead hall	void	Connection timeout
04.08.2016	21:07:20	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	void	Mead hall	Connecting
04.08.2016	21:42:04	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Mead hall	void	Leaving
04.08.2016	21:50:34	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	void	Mead hall	Connecting
04.08.2016	21:55:42	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	void	Greeting hall	Connecting
04.08.2016	21:55:43	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Greeting hall	Mead hall	Moving
04.08.2016	21:59:01	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	Mead hall	void	Leaving
04.08.2016	22:06:41	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	void	Mead hall	Connecting
04.08.2016	22:10:07	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx1	Windows	void	Mead hall	Connecting
04.08.2016	22:10:30	Unknown	Unknown	Unknown	Mead hall	void	Connection timeout
04.08.2016	22:22:22	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx1	Windows	Mead hall	void	Connection timeout
04.08.2016	22:22:23	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	Mead hall	void	Connection timeout
04.08.2016	22:22:26	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx1	Windows	void	Mead hall	Connecting
04.08.2016	22:22:28	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	void	Mead hall	Connecting
04.08.2016	22:42:19	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	Mead hall	The Darkest Dungeon	Moving
04.08.2016	22:42:24	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	The Darkest Dungeon	void	Leaving
04.08.2016	22:55:26	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	void	Greeting hall	Connecting
04.08.2016	22:59:52	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Unknown	Greeting hall	void	Leaving
04.08.2016	23:06:33	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx1	Windows	Mead hall	void	Connection timeout
04.08.2016	23:06:59	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx1	Windows	void	Mead hall	Connecting
04.08.2016	23:15:02	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	void	Greeting hall	Connecting
04.08.2016	23:30:24	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Unknown	Greeting hall	void	Leaving
04.08.2016	23:30:58	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	Mead hall	void	Leaving
04.08.2016	23:36:20	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Mead hall	void	Leaving
05.08.2016	00:12:37	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx1	Windows	Mead hall	void	Leaving
05.08.2016	00:41:32	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	Mead hall	void	Leaving
05.08.2016	01:06:22	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	void	Greeting hall	Connecting
05.08.2016	01:06:25	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Unknown	Greeting hall	void	Leaving
05.08.2016	01:11:21	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	void	Greeting hall	Connecting
05.08.2016	01:12:43	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	void	Halana	Connecting
05.08.2016	01:21:55	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	void	Greeting hall	Connecting
05.08.2016	01:22:03	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Greeting hall	Mead hall	Moving
05.08.2016	01:23:04	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	Greeting hall	void	Leaving
05.08.2016	01:27:37	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	void	Greeting hall	Connecting
05.08.2016	01:27:39	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Greeting hall	Mead hall	Moving
05.08.2016	02:19:11	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Mead hall	void	Leaving
05.08.2016	02:38:56	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	void	Greeting hall	Connecting
05.08.2016	02:39:16	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	Greeting hall	Mead hall	Moving
05.08.2016	04:39:20	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Greeting hall	void	Connection timeout
05.08.2016	04:40:08	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	void	Greeting hall	Connecting
05.08.2016	04:41:20	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Greeting hall	void	Leaving
05.08.2016	04:46:39	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	Halana	void	Leaving
05.08.2016	07:42:34	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	void	Greeting hall	Connecting
05.08.2016	07:42:41	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	Greeting hall	Mead hall	Moving
05.08.2016	09:07:49	l5VJw2ZYlWi0NsGy33z4aOeU22Y=	Sushi	Windows	void	Greeting hall	Connecting
05.08.2016	09:38:22	Z14TDCQ0UtKM0+Tdw+S9g/MQ1GE=	Noodle	Windows	void	Greeting hall	Connecting
05.08.2016	09:38:28	Z14TDCQ0UtKM0+Tdw+S9g/MQ1GE=	Noodle	Windows	Greeting hall	Mead hall	Moving
05.08.2016	10:58:09	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	Mead hall	void	Leaving
05.08.2016	11:29:28	Z14TDCQ0UtKM0+Tdw+S9g/MQ1GE=	Noodle	Windows	Mead hall	void	Leaving
05.08.2016	11:58:38	l5VJw2ZYlWi0NsGy33z4aOeU22Y=	Sushi	Windows	Greeting hall	Mead hall	Moving
05.08.2016	12:03:02	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	void	Greeting hall	Connecting
05.08.2016	12:03:10	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Greeting hall	Mead hall	Moving
05.08.2016	12:55:55	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	void	Mead hall	Connecting
05.08.2016	13:14:04	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	void	Greeting hall	Connecting
05.08.2016	13:14:06	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Greeting hall	Mead hall	Moving
05.08.2016	14:02:40	Z14TDCQ0UtKM0+Tdw+S9g/MQ1GE=	Noodle	Windows	void	Greeting hall	Connecting
05.08.2016	14:02:50	Z14TDCQ0UtKM0+Tdw+S9g/MQ1GE=	Noodle	Windows	Greeting hall	Mead hall	Moving
05.08.2016	14:03:13	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	Mead hall	void	Leaving
05.08.2016	14:04:59	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	void	Greeting hall	Connecting
05.08.2016	14:05:30	LXcxF4vO8W4q33+vu9WMzMhK+yI=	Tormentor	Windows	Greeting hall	Mead hall	Moving
05.08.2016	14:34:44	l5VJw2ZYlWi0NsGy33z4aOeU22Y=	Sushi	Windows	Mead hall	void	Connection timeout
05.08.2016	15:35:57	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Mead hall	void	Leaving
05.08.2016	16:15:40	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	void	Halana	Connecting
05.08.2016	16:15:43	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	Halana	Mead hall	Moving
05.08.2016	16:24:46	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	void	Mead hall	Connecting
05.08.2016	16:30:56	OK7xJXGaatemPrXvoy6iosnhCm0=	Nexx		void	Greeting hall	Connecting
05.08.2016	16:31:07	OK7xJXGaatemPrXvoy6iosnhCm0=	Nexx	Android	Greeting hall	Mead hall	Moving
05.08.2016	17:09:59	l5VJw2ZYlWi0NsGy33z4aOeU22Y=	Sushi	Windows	void	Greeting hall	Connecting
05.08.2016	17:10:09	l5VJw2ZYlWi0NsGy33z4aOeU22Y=	Sushi	Windows	Greeting hall	Mead hall	Moving
05.08.2016	17:11:21	OK7xJXGaatemPrXvoy6iosnhCm0=	Nexx	Android	Mead hall	void	Leaving
05.08.2016	17:22:43	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	void	Greeting hall	Connecting
05.08.2016	17:22:46	1KyWjvK/kDiVUjt9ipNMsHN2ONM=	The_Fichek	Windows	Greeting hall	Mead hall	Moving
05.08.2016	17:56:40	TpRzzkj6Fqeu8eQFOuClj0JH5Dk=	Jakyx	Windows	Mead hall	Halana	Moving
05.08.2016	17:57:02	l5VJw2ZYlWi0NsGy33z4aOeU22Y=	Sushi	Windows	Mead hall	Halana	Moving
05.08.2016	17:59:19	MJjHDD/Rz7aed3zGdhDeQtFSNEk=	Alobar	Windows	Mead hall	Halana	Moving
05.08.2016	18:04:30	g6snId+11nQ4UC2cOlStPQPqdXs=	Troga	Windows	Mead hall	Halana	Moving
05.08.2016	18:10:36	+p1eUyeNJ/Pxm6a/55OGPc7xXUA=	Lonelos	Linux	void	Mead hall	Connecting
05.08.2016	18:13:53	+p1eUyeNJ/Pxm6a/55OGPc7xXUA=	Lonelos	Linux	Mead hall	void	Leaving
05.08.2016	18:30:41	Z14TDCQ0UtKM0+Tdw+S9g/MQ1GE=	Noodle	Windows	Mead hall	void	Leaving
